fid,MS_ID,Street_type_NOR,Resident_NOR,DayNight_NOR,PRM_NOR,Index_population,N_TFlossR_2kiw,N_TFlossR_2kmw,TF_Index_acc_loss,TFResident_lossR,TFDaynight_lossR,TF_Index_population,TFAB2k_lossR,N_TFAB2k_lossR,TFAB5k_lossR,N_TFAB5k_lossR,TFAB5k_NOR,TFABC_NOR,TF_Index_centrality,TF_Index_V_equal,TF_Index_Risk_equal,kmeans_cluster
24403,24403,1.0,0.291597968009405,0.470009878652562,0.0,0.253869282220655,-1.0,-0.898876404494382,0.811755957374883,0.0,0.0,0.0,-0.386817961717605,0.386817961717605,-0.549743434732618,0.549743434732618,0.549743434732618,0.0671748854871104,0.468280698225111,0.522948153243719,0.522948153243719,1
24404,24404,1.0,0.291597968009405,0.781750870347404,0.327662055205119,0.467003631187309,-1.0,-0.906735751295337,0.814375739641868,0.0,-0.957383177570094,0.304701683850062,-0.372994955506433,0.372994955506433,-0.545438308626839,0.545438308626839,0.545438308626839,0.0656619891601456,0.459216632066636,0.598167448800109,0.598167448800109,2
24405,24405,1.0,0.553645070779689,0.783983502476528,0.63469800603406,0.657442193096759,-1.0,-0.897058823529412,0.808604552224249,-0.917647058823529,-0.936038011695906,0.423496417964254,-0.358926062170169,0.358926062170169,-0.542386490840645,0.542386490840645,0.542386490840645,0.0650407636405277,0.450656276505407,0.62284044972954,0.62284044972954,2
24406,24406,1.0,0.702603440901442,0.783983502476528,0.63469800603406,0.707094983137343,-1.0,-0.89622641509434,0.812531004258018,-0.331864904552129,-0.936038011695906,0.317412768335712,-0.339676039698398,0.339676039698398,-0.537809480383209,0.537809480383209,0.537809480383209,0.0633105370773366,0.438742760040804,0.595304384223138,0.595304384223138,2
24407,24407,1.0,0.732230064726357,0.791909359484153,0.681499638549957,0.735213020920156,-1.0,-0.895454545454546,0.806473156508395,-0.492753623188406,-0.940958164642375,0.441864592468785,-0.312695846935799,0.312695846935799,-0.53295333690407,0.53295333690407,0.53295333690407,0.0621296432556798,0.422824591919935,0.619408874351377,0.619408874351377,2
24408,24408,1.0,0.732230064726357,0.791909359484153,0.681499638549957,0.735213020920156,-0.556859917445102,-0.895454545454546,0.664854870524799,-0.492753623188406,-0.940958164642375,0.441864592468785,-0.265519143337365,0.265519143337365,-0.527265617568618,0.527265617568618,0.527265617568618,0.0624569006843093,0.396392380452992,0.541991678492843,0.541991678492843,2
24409,24409,1.0,0.732230064726357,0.783983502476528,0.63469800603406,0.716970524412315,-1.0,-0.899563318777293,0.819702868897612,-0.492753623188406,-0.936038011695906,0.360296691503604,-0.235082767959063,0.235082767959063,-0.523159624928793,0.523159624928793,0.523159624928793,0.0619642582192304,0.379121196443928,0.594705906435689,0.594705906435689,2
24410,24410,1.0,0.553645070779689,0.81895867656394,0.63469800603406,0.66910058445923,-1.0,-0.903930131004367,0.812995903493362,-0.917647058823529,-0.657509627727856,0.368885091777223,-0.204863956044139,0.204863956044139,-0.5200960469341,0.5200960469341,0.5200960469341,0.0627813778486278,0.36248000148912,0.589339225063267,0.589339225063267,2
24411,24411,1.0,0.291597968009405,0.817395492382253,0.327662055205119,0.478885171865592,-1.0,-0.90295358649789,0.803830934326008,0.0,-0.667970787689098,0.266255492443094,-0.182101582437691,0.182101582437691,-0.517467601472048,0.517467601472048,0.517467601472048,0.06367225674071,0.349784591954869,0.555925488262495,0.555925488262495,1
24412,24412,1.0,0.291597968009405,0.708235956514212,0.0,0.333277974841205,-0.152695113390105,-0.901234567901235,0.511786148700992,0.0,0.0,0.0,-0.164266771099908,0.164266771099908,-0.515217077899386,0.515217077899386,0.515217077899386,0.0647685398223203,0.339741924499647,0.340828555475408,0.340828555475408,3
24413,24413,1.0,0.0,0.708235956514212,0.0,0.236078652171404,-0.152695113390105,-0.888030888030888,0.504884732796237,,0.0,0.0,-0.150110566986535,0.150110566986535,-0.513028233394026,0.513028233394026,0.513028233394026,0.065907400017419,0.33156940019028,0.335334716445688,0.335334716445688,
24414,24414,1.0,0.0,0.708235956514212,0.0,0.236078652171404,-0.152695113390105,-0.889312977099237,0.500229567405447,,0.0,0.0,-0.140937110251566,0.140937110251566,-0.510710184441041,0.510710184441041,0.510710184441041,0.0672973080664954,0.325823647346303,0.331570695539299,0.331570695539299,
24415,24415,1.0,0.350825966844653,0.708235956514212,0.0,0.353020641119622,-0.152695113390105,-0.882142857142857,0.506178577525115,0.0,0.0,0.0,-0.136589090821053,0.136589090821053,-0.509364492083841,0.509364492083841,0.509364492083841,0.0695851512218317,0.322976791452447,0.333833486625669,0.333833486625669,3
24416,24416,1.0,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,0.0,-0.883959044368601,0.455885602136995,0.0,0.0,0.0,-0.136260274133613,0.136260274133613,-0.508231604870627,0.508231604870627,0.508231604870627,0.0716101072380798,0.32224593950212,0.308504285944028,0.308504285944028,3
24417,24417,1.0,0.350825966844653,0.699461408326104,0.472630450605717,0.507639275258825,0.0,-0.887043189368771,0.449664008119291,0.0,0.0,0.0,-0.141401313331853,0.141401313331853,-0.508759054931321,0.508759054931321,0.508759054931321,0.0742012642786904,0.325080184131587,0.306102050092542,0.306102050092542,3
24418,24418,1.0,0.350825966844653,0.698950374696982,0.0,0.349925447180545,0.0,-0.884745762711864,0.446005396163665,0.0,0.0,0.0,-0.138938800557891,0.138938800557891,-0.506257082698678,0.506257082698678,0.506257082698678,0.0741501847237883,0.322597941628285,0.303652183488904,0.303652183488904,3
24419,24419,1.0,0.350825966844653,0.698950374696982,0.0,0.349925447180545,-0.5183995739405,-0.883959044368601,0.618543014696077,0.0,0.0,0.0,-0.146290594229027,0.146290594229027,-0.506073675404826,0.506073675404826,0.506073675404826,0.0775284538863003,0.326182134816926,0.39081704105227,0.39081704105227,1
24420,24420,1.0,0.0,0.698950374696982,0.0,0.232983458232327,-0.5183995739405,-0.888524590163934,0.620064863294521,,0.0,0.0,-0.153213835375049,0.153213835375049,-0.505725233377662,0.505725233377662,0.505725233377662,0.0798662143223011,0.329469534376356,0.39239981524135,0.39239981524135,
24421,24421,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.893416927899687,0.620449798998219,,0.0,0.0,-0.160134060335207,0.160134060335207,-0.5052916426796,0.5052916426796,0.5052916426796,0.081916212336321,0.332712851507403,0.39340311237596,0.39340311237596,
24422,24422,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.898507462686567,0.622146643927179,,0.0,0.0,-0.168758644043965,0.168758644043965,-0.505467869291919,0.505467869291919,0.505467869291919,0.0844677548912513,0.337113256667942,0.395351636130575,0.395351636130575,
24423,24423,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.900584795321637,0.618684215762368,,0.0,0.0,-0.175331709169028,0.175331709169028,-0.505534140518417,0.505534140518417,0.505534140518417,0.0864065108193784,0.340432924843723,0.394450339092115,0.394450339092115,
24424,24424,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.904494382022472,0.613694639689279,,0.0,0.0,-0.182000605730526,0.182000605730526,-0.505474091457012,0.505474091457012,0.505474091457012,0.0882675130256475,0.343737348593769,0.392781656993082,0.392781656993082,
24425,24425,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.904891304347826,0.616273778966457,,0.0,0.0,-0.190037017731951,0.190037017731951,-0.505820523621943,0.505820523621943,0.505820523621943,0.0908990497148387,0.347928770676947,0.395119082152465,0.395119082152465,
24426,24426,1.0,0.0,0.698950374696982,0.172120572897912,0.290356982531631,-0.5183995739405,-0.906976744186046,0.616968925579198,,0.0,0.0,-0.19863270805201,0.19863270805201,-0.506004603032333,0.506004603032333,0.506004603032333,0.0935997400672603,0.352318655542171,0.396564126675142,0.396564126675142,
24427,24427,1.0,0.0,0.0,0.172120572897912,0.0573735242993038,-0.5183995739405,-0.906474820143885,0.607445362849925,,,0.0,-0.20896805871825,0.20896805871825,-0.506907893428728,0.506907893428728,0.506907893428728,0.0975348258338424,0.357937976073489,0.393207175443335,0.393207175443335,
24428,24428,1.0,0.0,0.0,0.172120572897912,0.0573735242993038,-0.5183995739405,-0.911363636363636,0.602032809040002,,,0.0,-0.217218082984629,0.217218082984629,-0.506755928739432,0.506755928739432,0.506755928739432,0.100260158300414,0.36198700586203,0.391513155985508,0.391513155985508,
24458,24458,0.75,0.879231648777488,0.874318823331442,0.85181141517133,0.868453962426753,0.0,-0.663636363636364,0.449461364519438,-0.912116040955631,-0.118761009982384,0.453037660487244,-0.941442635575093,0.941442635575093,-0.978467321493331,0.978467321493331,0.978467321493331,0.342257517506822,0.959954978534212,0.577978842015083,0.577978842015083,3
24459,24459,0.75,0.876660014393312,0.874318823331442,0.85181141517133,0.867596750965361,0.0,-0.664499349804942,0.45062676479037,-0.934168365860763,-0.118761009982384,0.458967996069054,-0.942024060669105,0.942024060669105,-0.978636342440593,0.978636342440593,0.978636342440593,0.342137045873027,0.960330201554849,0.580137931801161,0.580137931801161,3
24460,24460,0.75,0.87341318955369,0.874318823331442,0.85181141517133,0.86651447601882,0.0,-0.666666666666667,0.451349203744279,-0.932152506754728,-0.118761009982384,0.457813203970338,-0.947191922077081,0.947191922077081,-0.98019836983764,0.98019836983764,0.98019836983764,0.339196778122648,0.96369514595736,0.581051689354064,0.581051689354064,3
24461,24461,0.75,0.855791713477159,0.860468869845647,0.791515103142169,0.835925228821658,0.0,-0.675099866844208,0.454160270470126,-0.947312588401697,-0.0697281782880297,0.436024823278024,-0.957475903805725,0.957475903805725,-0.986601380837471,0.986601380837471,0.986601380837471,0.387943047377679,0.972038642321598,0.579096001634968,0.579096001634968,3
24462,24462,0.75,0.841483957536877,0.875273788179947,0.791515103142169,0.836090949619664,0.0,-0.679676985195155,0.468989977008279,-0.939822294022617,-0.198895027624309,0.470022153273685,-0.979652176278296,0.979652176278296,-0.99381216091071,0.99381216091071,0.99381216091071,0.378151192205738,0.986732168594503,0.598683568971187,0.598683568971187,3
24463,24463,0.75,0.779968430349822,0.875273788179947,0.791515103142169,0.815585773890646,0.0,-0.689965397923875,0.475922436983957,-1.0,-0.198895027624309,0.474854861527423,-0.999998939244674,0.999998939244674,-0.999999949793629,0.999999949793629,0.999999949793629,0.367021384746818,0.999999444519152,0.606674795003622,0.606674795003622,3
24464,24464,0.75,0.755728864423989,0.912559047187602,0.66565132551613,0.77797974570924,1.0,1.0,1.0,-1.0,-1.0,0.77797974570924,-1.0,1.0,-1.0,1.0,1.0,0.370747100713952,1.0,0.94449493642731,0.94449493642731,4
24465,24465,0.75,0.752599032493981,0.887732807785173,0.66565132551613,0.768661055265095,,-1.0,0.666666666666667,-1.0,-1.0,0.768661055265095,-1.0,1.0,-1.0,1.0,1.0,0.368697267542707,1.0,0.775498597149607,0.775498597149607,
24466,24466,0.75,0.757070069293671,0.887732807785173,0.66565132551613,0.770151400864992,,1.0,0.666666666666667,-1.0,-1.0,0.770151400864992,-1.0,1.0,-1.0,1.0,1.0,0.372148721849136,1.0,0.775871183549581,0.775871183549581,
24467,24467,0.75,0.757070069293671,0.887732807785173,0.66565132551613,0.770151400864992,,1.0,0.666666666666667,-1.0,-1.0,0.770151400864992,-1.0,1.0,-1.0,1.0,1.0,0.372649140563419,1.0,0.775871183549581,0.775871183549581,
24468,24468,0.75,0.757070069293671,0.887758200026295,0.670789662160376,0.771872643826781,,1.0,0.666666666666667,-1.0,-1.0,0.771872643826781,-1.0,1.0,-1.0,1.0,1.0,0.308965360735858,1.0,0.776301494290029,0.776301494290029,
24469,24469,0.75,0.757070069293671,0.887758200026295,0.670789662160376,0.771872643826781,,1.0,0.666666666666667,-1.0,-1.0,0.771872643826781,-1.0,1.0,-1.0,1.0,1.0,0.30701821558384,1.0,0.776301494290029,0.776301494290029,
24581,24581,0.5,0.793748690040045,0.780221463043394,0.650150080579465,0.741373411220968,0.0,-0.35,0.214502453279306,0.0,0.0,0.0,-0.461255745563468,0.461255745563468,-0.753131909426622,0.753131909426622,0.753131909426622,0.272192674502408,0.607193827495045,0.259049683513414,0.259049683513414,3
24582,24582,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.348189415041783,0.213898924959901,0.0,0.0,0.0,-0.462516828232192,0.462516828232192,-0.754339786592847,0.754339786592847,0.754339786592847,0.272080020397938,0.60842830741252,0.25905653933308,0.25905653933308,3
24583,24583,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.35,0.214502453279306,0.0,0.0,0.0,-0.464187625926603,0.464187625926603,-0.755792435310844,0.755792435310844,0.755792435310844,0.271963618887945,0.609990030618724,0.259748734294334,0.259748734294334,3
24584,24584,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.350974930362117,0.214827430066679,0.0,0.0,0.0,-0.466170478161595,0.466170478161595,-0.757314478144495,0.757314478144495,0.757314478144495,0.272034982874603,0.611742478153045,0.260349334571601,0.260349334571601,3
24585,24585,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.349162011173184,0.216568993057772,0.0,0.0,0.0,-0.467542998316828,0.467542998316828,-0.758194741061788,0.758194741061788,0.758194741061788,0.272623052154332,0.612868869689308,0.261501713951213,0.261501713951213,3
24586,24586,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.352112676056338,0.217552548018823,0.0,0.0,0.0,-0.468484353419211,0.468484353419211,-0.758886493907417,0.758886493907417,0.758886493907417,0.272689974037889,0.613685423663314,0.26219762992524,0.26219762992524,3
24587,24587,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.356940509915014,0.219161825971715,0.0,0.0,0.0,-0.469366959387991,0.469366959387991,-0.759484959197922,0.759484959197922,0.759484959197922,0.272853033843302,0.614425959292957,0.263187402809097,0.263187402809097,3
24588,24588,0.5,0.782177682070459,0.780221463043394,0.650150080579465,0.737516408564439,0.0,-0.365921787709497,0.222155585236543,0.0,0.0,0.0,-0.572935994866276,0.572935994866276,-0.86519858043097,0.86519858043097,0.86519858043097,0.441078186039224,0.719067287648623,0.290844614530427,0.290844614530427,3
24589,24589,0.5,0.756592983006628,0.780221463043394,0.650150080579465,0.728988175543162,0.0,-0.364640883977901,0.221728617326011,0.0,0.0,0.0,-0.573738173897797,0.573738173897797,-0.865505584778882,0.865505584778882,0.865505584778882,0.441064606375637,0.71962187933834,0.290769778497591,0.290769778497591,3
24590,24590,0.5,0.757070069293671,0.780221463043394,0.650150080579465,0.72914720430551,0.0,-0.355113636363636,0.218552868121256,-0.0044247787610619,0.0,0.0010754383544329,-0.717296943927854,0.717296943927854,-0.890233632177761,0.890233632177761,0.890233632177761,0.361814832214018,0.803765288052808,0.310486615662438,0.310486615662438,3
24591,24591,0.75,0.757070069293671,0.780221463043394,0.650150080579465,0.72914720430551,0.0,-0.357142857142857,0.219229275047663,-0.0044247787610619,0.0,0.0010754383544329,-0.749724215592709,0.749724215592709,-0.937966954856647,0.937966954856647,0.937966954856647,0.543069393132004,0.843845585224678,0.320844893418609,0.320844893418609,3
24592,24592,0.75,0.757070069293671,0.780221463043394,0.650150080579465,0.72914720430551,0.0,-0.357142857142857,0.221690383415976,-0.0044247787610619,0.0,0.0010754383544329,-0.750386083470874,0.750386083470874,-0.938112715785232,0.938112715785232,0.938112715785232,0.542850647306269,0.844249399628053,0.32217640120361,0.32217640120361,3
24593,24593,0.5,0.0,0.745985817418087,0.365577858621355,0.370521225346481,-1.0,-1.0,1.0,,-0.975321888412017,0.243966228849382,-0.999526458196732,0.999526458196732,-0.999978015808242,0.999978015808242,0.999978015808242,0.0836787948205205,0.999752237002487,0.810929616462967,0.810929616462967,
24594,24594,0.5,0.0,0.745985817418087,0.365577858621355,0.370521225346481,-1.0,-1.0,1.0,,-0.975321888412017,0.243966228849382,-0.999828181065206,0.999828181065206,-0.999991893246453,0.999991893246453,0.999991893246453,0.0835157582278805,0.99991003715583,0.810969066501303,0.810969066501303,
24595,24595,0.5,0.0,0.745985817418087,0.365577858621355,0.370521225346481,-1.0,-1.0,1.0,,-0.975321888412017,0.243966228849382,-1.0,1.0,-1.0,1.0,1.0,0.0839799422085965,1.0,0.810991557212345,0.810991557212345,
24596,24596,0.5,0.0,0.573221884404322,0.0,0.191073961468107,1.0,1.0,1.0,,-1.0,0.0636913204893691,-1.0,1.0,-1.0,1.0,1.0,0.0841301967181811,1.0,0.765922830122342,0.765922830122342,
24597,24597,0.5,0.0,0.573221884404322,0.0,0.191073961468107,-1.0,-1.0,1.0,,-1.0,0.0636913204893691,-1.0,1.0,-1.0,1.0,1.0,0.0841405399445125,1.0,0.765922830122342,0.765922830122342,
24598,24598,0.5,0.0,0.573221884404322,0.0,0.191073961468107,-1.0,-1.0,1.0,,-1.0,0.0636913204893691,-0.999982961800047,0.999982961800047,-0.999999154973609,0.999999154973609,0.999999154973609,0.0843807219527164,0.999991058386828,0.765920594719049,0.765920594719049,
24599,24599,0.5,0.0,0.573221884404322,0.0,0.191073961468107,-1.0,-1.0,1.0,,-1.0,0.0636913204893691,-0.999990074127141,0.999990074127141,-0.999999505127077,0.999999505127077,0.999999505127077,0.0843686954265931,0.999994789627109,0.76592152752912,0.76592152752912,
24600,24600,0.5,0.0,0.573221884404322,0.0,0.191073961468107,-1.0,-1.0,1.0,,-1.0,0.0636913204893691,-1.0,1.0,-1.0,1.0,1.0,0.0846748496616263,1.0,0.765922830122342,0.765922830122342,
24601,24601,0.5,0.0,0.571690862703332,0.0,0.190563620901111,1.0,1.0,1.0,,-1.0,0.0635212069670369,-1.0,1.0,-1.0,1.0,1.0,0.0846818540838125,1.0,0.765880301741759,0.765880301741759,
24602,24602,0.5,0.0,0.782855175341895,0.172120572897912,0.318325249413269,1.0,1.0,1.0,,-1.0,0.212216832942179,-1.0,1.0,-1.0,1.0,1.0,0.0848324084191522,1.0,0.803054208235545,0.803054208235545,
24603,24603,0.5,0.0,0.777012300348138,0.172120572897912,0.31637762441535,-1.0,-1.0,1.0,,-0.027843137254902,0.0029363152069921,-1.0,1.0,-1.0,1.0,1.0,0.0852726695492139,1.0,0.750734078801748,0.750734078801748,
24604,24604,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.99968616161124,0.99968616161124,-0.999983598328746,0.999983598328746,0.999983598328746,0.0855627398088849,0.999834879969993,0.749958719992498,0.749958719992498,
24605,24605,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.999354796637189,0.999354796637189,-0.999965820317911,0.999965820317911,0.999965820317911,0.0860374279870867,0.99966030847755,0.749915077119387,0.749915077119387,
24606,24606,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.999066580524043,0.999066580524043,-0.9999498609517,0.9999498609517,0.9999498609517,0.0862344478748243,0.999508220737871,0.749877055184468,0.749877055184468,
24607,24607,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.998631248627215,0.998631248627215,-0.999924914933426,0.999924914933426,0.999924914933426,0.0875275466596367,0.999278081780321,0.74981952044508,0.74981952044508,
24608,24608,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.998486550305071,0.998486550305071,-0.999916315143349,0.999916315143349,0.999916315143349,0.0878940009820114,0.99920143272421,0.749800358181053,0.749800358181053,
24609,24609,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.998381674591056,0.998381674591056,-0.999909923525113,0.999909923525113,0.999909923525113,0.0880705397110252,0.999145799058085,0.749786449764521,0.749786449764521,
24610,24610,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.998267058362369,0.998267058362369,-0.999902621910959,0.999902621910959,0.999902621910959,0.0880614076589232,0.999084840136664,0.749771210034166,0.749771210034166,
24611,24611,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.997932429334369,0.997932429334369,-0.999881478791501,0.999881478791501,0.999881478791501,0.0895165792985127,0.998906954062935,0.749726738515734,0.749726738515734,
24612,24612,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.997840599413013,0.997840599413013,-0.999875450403601,0.999875450403601,0.999875450403601,0.0899261282376798,0.998858024908307,0.749714506227077,0.749714506227077,
24613,24613,0.5,0.0,0.772280290577168,0.172120572897912,0.314800287825026,-1.0,-1.0,1.0,,0.0,0.0,-0.997755026942756,0.997755026942756,-0.999869695417472,0.999869695417472,0.999869695417472,0.0903365117209655,0.998812361180114,0.749703090295029,0.749703090295029,
24614,24614,0.5,0.149273679860486,0.772280290577168,0.172120572897912,0.364558181111855,-1.0,-1.0,1.0,-1.0,0.0,0.121519393703952,-0.997660641907291,0.997660641907291,-0.999863241245037,0.999863241245037,0.999863241245037,0.0908546427369192,0.998761941576164,0.780070333820029,0.780070333820029,2
24615,24615,0.5,0.149273679860486,0.772280290577168,0.172120572897912,0.364558181111855,-1.0,-1.0,1.0,-1.0,0.0,0.121519393703952,-0.997747582730008,0.997747582730008,-0.999867391179832,0.999867391179832,0.999867391179832,0.0904378402644657,0.99880748695492,0.780081720164718,0.780081720164718,2
24616,24616,1.0,0.829688784844404,0.698522490091801,0.778832558485382,0.769014611140529,1.0,1.0,1.0,-1.0,-1.0,0.769014611140529,-1.0,1.0,-1.0,1.0,1.0,0.15908169360791,1.0,0.942253652785132,0.942253652785132,4
24617,24617,1.0,0.824369647942468,0.698522490091801,0.778832558485382,0.76724156550655,1.0,1.0,1.0,-1.0,-1.0,0.76724156550655,-1.0,1.0,-1.0,1.0,1.0,0.158575762916911,1.0,0.941810391376638,0.941810391376638,4
24618,24618,1.0,0.835357367246063,0.698522490091801,0.778832558485382,0.770904138607749,1.0,1.0,1.0,-1.0,-1.0,0.770904138607749,-1.0,1.0,-1.0,1.0,1.0,0.157900577553564,1.0,0.942726034651937,0.942726034651937,4
24619,24619,1.0,0.824420595754554,0.698522490091801,0.778832558485382,0.767258548110579,1.0,1.0,1.0,-1.0,-1.0,0.767258548110579,-1.0,1.0,-1.0,1.0,1.0,0.153907443384205,1.0,0.941814637027645,0.941814637027645,4
24620,24620,1.0,0.842263610009413,0.730121527288094,0.807191988983292,0.793192375426933,1.0,1.0,1.0,-1.0,-1.0,0.793192375426933,-1.0,1.0,-1.0,1.0,1.0,0.156030837245888,1.0,0.948298093856733,0.948298093856733,4
24621,24621,1.0,0.85575364446533,0.730121527288094,0.807191988983292,0.797689053578906,1.0,1.0,1.0,-1.0,-1.0,0.797689053578906,-1.0,1.0,-1.0,1.0,1.0,0.154534610934395,1.0,0.949422263394726,0.949422263394726,4
24622,24622,1.0,0.842263610009413,0.730121527288094,0.807191988983292,0.793192375426933,1.0,1.0,1.0,-1.0,-1.0,0.793192375426933,-1.0,1.0,-1.0,1.0,1.0,0.152284787064281,1.0,0.948298093856733,0.948298093856733,4
24623,24623,1.0,0.824420595754554,0.730121527288094,0.807191988983292,0.787244704008647,1.0,1.0,1.0,-1.0,-1.0,0.787244704008647,-1.0,1.0,-1.0,1.0,1.0,0.153290444297127,1.0,0.946811176002162,0.946811176002162,4
24624,24624,1.0,0.824420595754554,0.698522490091801,0.778832558485382,0.767258548110579,1.0,1.0,1.0,-1.0,-1.0,0.767258548110579,-1.0,1.0,-1.0,1.0,1.0,0.151874840873116,1.0,0.941814637027645,0.941814637027645,4
24625,24625,1.0,0.798452699849171,0.667800052705564,0.757963487449898,0.741405413334878,,1.0,0.666666666666667,-1.0,-1.0,0.741405413334878,-1.0,1.0,-1.0,1.0,1.0,0.153038699999196,1.0,0.768684686667053,0.768684686667053,
24626,24626,1.0,0.798452699849171,0.667800052705564,0.757963487449898,0.741405413334878,,1.0,0.666666666666667,-1.0,-1.0,0.741405413334878,-1.0,1.0,-1.0,1.0,1.0,0.152697658361405,1.0,0.768684686667053,0.768684686667053,
